,predicted,stars,text
9296,5,1,"My boyfriend and I tried this place last year and we haven't been back since. The food was really unspectacular, they weren't really that hot. The price is a bit high since there's a restaurant by the same name on Southern and Dobson that serve much better food for less. The decor was really tacky and they should paint over the mural, it does not appeal to their clientele. Lastly, the staff was not nice."
4009,5,5,"My six year old daughter and I enjoyed a fun and memorable date night at Melting Pot last night. It was her first exposure to fondue and we had a blast eating great food and talking about her first three days of first grade. We starteed with a fantastic spinach and artichoke fontina & butterkäse cheese fondue, then shared the ""Land & Sea"" (filet mignon, chicken and shrimp). Of course, when the dessert menu came out so did a bit more enthusiasm. She had never dreamed of seeing a pot of melted chocolate before. The looks on her face were priceless. She chose the ""Cookies 'n Cream Marshmallow Dream"" and it was crazy good. I'm looking forward to taking the whole family and to making this a more common stop on our date night calendar."
6495,5,5,"Why'd the chicken cross the road?
To get to Food Truck Fridays in Downtown Phoenix!

I know that all you business Yelpers go out for lunch on Friday's, it's basically a rule if you sit in an office, a cubicle, or behind a desk somewhere from Monday through Friday; don't believe me, check the company hand book you were given on your first day of work. Somewhere between how to comb your hair, what you shouldn't wear, and please don't come in smelling like Nair, you'll find it. While Yelping about your Friday lunch is purely optional, I certainly hope you do ;-)

During your weekly 1 hour exodus into the space beyond the cubicles and plaster walls, ending up in the open air of Food Truck Friday will kick off your weekend right. It's not just for Burger King people, it's time to get it your way! 

Pick your favorite food from, Gourmet Hot dogs with Short Leash, or Mexican with Luncha Libre, Smoothies and Salads with Mojo Bowl, to Pies with Mama Toledos, and Creme Brulee with Torched Goodness. Bring your friends and your favorite gal; they can choose their own favorite too. Don't worry about bringing cash, everyone here will swipe your plastic just as easy.

This is your lunch hour, kick back and forget about work while you're here, if only for 45 minutes. Listen to the DJ's spinning popular music through their thumping sound system while you dine on your fine food. Chill out in the seating area which is cordoned off with misters, fans, and swamp coolers; bringing down the temp from a roasting 108 to a palatable upper 90's. 

This is your Downtown business Yelpers, it's time to kick off those business casuals, and make Friday lunch your own!"
4408,5,5,"omg... I love this place the food is great, the selection is great, the staff is very helpful. This  is a great place to go have a few drinks and great stir fry."
4697,5,5,"Found Indulge on a whim, based on their huge ""Gluten-Free Menu"" outside - I was not disappointed when we decided to try it!

Indulge has a separate gluten-free menu and the server was very knowledgable walking me through their kitchen processes to reassure me.  

I ordered my burger on a gluten-free bun (!!!) the first time I was ever able to do this in a restaurant.  That was EXCITING!

I think Indulge is as good as you make it - you are given a menu to check off ingredients for your burger.  They have SOOO many choices, that it's likely that if you don't like your burger, YOU made the wrong choice. 

I had no such problem - I loved my custom burger!  It was cooked to the correct temperature, was delicious & best of all, was delivered on a tasty gluten-free bun. 

PLUS, though I was full (it was a LOT of food!) I was able to take a gluten-free cupcake to go - wow, was that ever heaven later!  Thanks Indulge!"
4323,5,5,"its HOTin the valley in the summer time and QT lives up to its name- 
ONE STOP DRINK SHOP! 
HEAVEN in the summer time and the price is unbeatable!"
8684,5,5,"I LOVE White Lion Tea. The company uses great quality of everything!!!
My favorites are Tuscany, Ginger Peach, Green Passion Tea, White Ambrosia Tea as far as I have tried :) 
Everytime I opened a tea bag, I have to take a good deep inhale from a tea bag. It's smell soooo great as the tea taste.
Thank you White Lion for having such awesome products !!!"
473,5,5,I really like this place alot. their pizza's are really different but really good! I wish i could say i had a favorite but ive liked every pizza ive gotten except the portabello mushrooms cause i dont like mushrooms but other than that they have an amazing beer selection! Major thumbs up!!
9741,5,5,I love this gym! Everyone is so helpful and friendly. The gym has a TON of equipment and is always very well kept and clean. I wouldn't want to go anywhere else. I feel very well connected to all of the staff - they even know me by name! The trainers are extremely helpful also. I would recommend this gym to anyone and everyone!
6936,5,5,"This is a small location but still packed with everything I need.  They did start stalking more womens vitamins I liked without iron because they were always out when I went in.  So I thank them for that!

Staff are always nice and for the most part an answer all of my questions.  They take an added effort to get to know their customers.  They always ask about my son when I go in and this keeps me coming back because I feel valued as a person not just a customer."
740,5,5,"This place literally just opened.  I didn't really know what to expect, but when I walked in the doors I was immediately greeted by Nick, and he was very nice and down to earth.  This is a shop for people who like to garden/grow plants hydroponically or in the ground. They have all kinds of gardening supplies and Nick said they will be receiving their seed shipment from Seeds of Change any day now.  I will definitely be back, as my green thumb (or lack thereof) has been sparked:)  P.S. I was informed that the in the next issue of the New Times, Grotown will have an add to clip out and bring in to save 20% !!Yay plants:)"
1800,5,5,"This review can be applied to any and all Quick Trip locations.  I have, on many occasions, gone out of my way to stop in QT over other gas stations, because not only are they much much nicer, but they are very clean and offer a ton of gas station fare (drinks, shakes, coffees, juices, snacks, etc).  I really appreciate how quickly they work, with cashier's that are able to take care of two customers at once.  I usually abhor using gas station bathrooms because, let's face it, we've all been there and seen how putrid they can be, but whenever I visit QT they are always clean! They mop, sweep, clean the bathrooms, windex the doors...and for that I applaud you all, thanks for the cleanliness:D"
6334,1,5,I came here today for a manicure and pedicure... I have been here quite a few times; it is a place my girlfriends like to come to so when I want to hang with my girlfriends and get a mani/pedi this is where we meet.  Although today I was solo:(.  The ladies here do a really good job; my manicures always last a really long time and they are really nice and accommodating.  Today I had one girl doing my pedicure and another doing my manicure... now that is what I call service!  I was out of there in a hour.  They do not have a tip line on credit or debit so bring cash for the tip.  Today I did not have cash ( i forgot)  they were so nice they said next time I come I can tip then if I want.  I came back anyway to tip them because it was so fast and my nails look great.  Oh another thing I forgot to mention is they use the hot rocks for the massage part for both the manicure and the pedicure and the callous remover is part of the cost of the pedicure.  Total for both services including getting french manicure on toes and fingers was $42.00.
9728,5,5,"I liked this place. The reviews show low stars but I liked it. I was there for happy hour so go at that time. The pricing is good. I don't know about dinner, but happy hour is cool.  Servers were chill.  Host was a bit stuck up. Not sure why she though she was that great. But the place is cool. I recommend people check it out if they want to try a sushi place on the Mill ave when you are in town visiting Tempe."
2333,1,1,Not only was the music the worst I have ever heard the wait staff was as annoying as ever! Like a wanna be swanky place in a strip mall that smells like fish and plays horrible music. Food was so so but over priced for what it was.
4462,5,5,"Along with pretty much everyone else who has left a review for this place, I LOVE THIS PLACE. I grew up in the area and one night my dad and brother wanted to check it out (my brother is a Yelp addict and saw it had amazing reviews). I was skeptical since, driving past, it is your typical ""hole in the wall"" kind of place, but I was not disappointed at ALL. The carne asada burrito is amazing, even the salad it comes with is great. I think my favorite thing aside from that would have to be the aguas frescas, particularly the orange one...SO good. You probably will not regret ordering a single thing from this menu. I've gone back countless times, one time bringing one of my friends who was convinced that anywhere a blonde gringa tried to take her for Mexican food would be craptastic, but she loved it too."
6908,5,5,"Haven't been here since 1997! Man, now all the memories are back and can't wait to get situated in AZ for a couple days! ;-)"
5430,5,5,"This is one of my favorite theaters.

With that said, I suggest you prepare yourself for having to wade through an onslaught of pre-teen cliques if you plan on making your way to the ticket counter on a Friday or Saturday evening.

If you're like me, safety is a concern.  Not to worry here.  I've always seen an officer on premises during the main drop-the-kids-off / pick-the-kids-up window.

This location still has a new feeling to it, and it is clean and cool.  Nice cushy seats with cup holders, and I have yet to hear the soles of my shoes stick to the floor as I walk down an aisle.

My favorite seats are the ones with the railing in front.  A place to perch my feet.

-Swoop"
9323,5,5,This is an awesome family owned business. We've had consistently fresh and delicious food each time we've been here. They homemake things like their ranch dressing to take them to a different level than other places. Highly recommend this place. Prices are not bad either.
1282,1,5,Loved my haircut. Walked in and waited for just a minute. The stylist cut exactly like I wanted and I walked out paying 20 which included the tip.
3456,1,1,"My husband and I went there for our first time today. What a mistake. First of all, the ladies bathroom had no soap or paper towels to wash/dry your hands. My husband had the steak sandwich and I had the chicken ranch. There was so little meat on the sandwiches that we were perplexed when we were finished.  The inside trash was overflowing. I have been sick to my stomach the last hour....never again."
3784,5,5,"Great new addition to the Old Town neighborhood. Citizen is versatile -- the perfect place for a romantic date, a small gathering, or for just meeting a buddy for a drink. A place with a great vibe.

My first impression was that they are intently focused on service quality. Lots of smiling staff to greet you as you enter. Every employee is attentive to every table. Our server was gregarious, accommodating, gracious, and highly proactive. We definitely felt the 'warm and fuzzy' atmosphere.

They pay attention to the little things -- such as house-made ketchup for your french fries. 

The food: about as good as upscale bar food is going to get. For apps we started with the calamari and the crabcakes. Portions weren't large, but very high quality. The calamari was flash-fried and not greasy, and seemed very fresh. For my entree I had the wagyu burger, which was prepared perfectly and served on a fresh challah bun.

Overall impression: Citizen will have staying power, unlike many establishments that open in Old Town. The formula is really pretty simple -- offer high quality stuff, equip the place with great staff, and don't go overboard with prices. I'm looking forward to returning!"
5421,5,5,Another excellent find in Scottsdale.  The service is wonderful and the food is extremely flavorful with good size portions.  The sea scallops and herb chicken are highly recommended.
1715,5,5,"Hands down, the best breakfast I've had in Tempe/Phoenix.   We arrived on a Sunday morning around 9am and had no wait for a table.  The service was friendly and attentive.  A few slip ups on forgetting things in the kitchen (e.g. bringing someone's toast), but our waitress was great.

Everyone in our party loved their food.  I had the Vatican skillet (which we still can't figure out why it's called the Vatican...?) and blueberry pancakes.  Others had the three musketeers omelette and the breakfast burrito.  All of the food was awesome.

And then there was the brandied blackberry bread pudding dessert.  Oh. My. God.  I don't even have the words to describe it.  At least not words that are appropriate for yelp.  It alone is worth a trip to this restaurant.

I'll be back.  Not soon enough."
704,5,5,"I've rented from Captain Ted many times, and even gone on one of his guided trips down the Salt River. He is helpful and very knowledgeable and I would highly recommend renting here."
1266,1,5,"I've never been to this location before. My husband had taken his car here previously, and asked me to take it in today (there was a nail a front tire). The second I stepped through the doorway I was greeted, even though all agents were busy helping other customers -- excellent customer service to acknowledge I'm there! 

Less than a minute later I had a gentleman walk me out to the car and look at it. He tested to see how far in the nail was, and realized it didn't puncture, so he took it out and said the tire was fine. 

I went there knowing my husband is WAY overdue for new tires, so asked for a quote. He gave me a few options, and told me what driving habits they'd be best for. He also gave me the warranty information without me asking for it, and included it in the price instead of ""shockingly"" adding it in when I would pay like most places would. I never thought for a second that I was being oversold. It was amazing because I despise going anywhere having to do with fixing my car. 

Quick. Clean. Friendly. Intelligent. Honest. That about sums up this place. I'd recommend it to ANYONE and tell you to go out of your way to visit this location."
2971,5,5,"I am a huge fan of this place. I haven't ventured outside of the teppen tables, so my viewpoint may be limited. The atmosphere is quite loud and lively, but definitely fun. It is great for a nice dinner with a group. The food is simply outstanding. The soup, salad, and chicken are all excellent, but the fried rice is the absolute best. I have never had better fried rice anywhere. After you have enjoyed the main course, get the green tea ice cream. I hate green tea, but for some reason, this ice cream is amazing. 

If you like teppen yaki and don't want to deal with the bland food they serve at Benihana, definitely give this place a shot. You won't be disappointed."
6809,5,5,Our server Amanda was awesome with her suggestions and service! Would go here again in a heart beat!
23,1,1,"U can go there n check the car out. If u wanna buy 1 there? That's wrong move! If u even want a car service from there? U made a biggest mistake of ur life!! I had 1 time asked my girlfriend to take my car there for an oil service, guess what? They ripped my girlfriend off by lying how bad my car is now. If without fixing the problem. Might bring some serious accident. Then she did what they said. 4 brand new tires, timing belt, 4 new brake pads. U know why's the worst? All of those above I had just changed 2 months before!!! What a trashy dealer is that? People, better off go somewhere!"
6500,5,5,"i moved to the tempe area about 2 weeks ago from socal, the mecca for asian restaurants.  since moving out here, my only taste for asian food has been panda express.  well, i was craving teriyaki last night but had no idea where to go so i did a search here.  tokyo house got a bunch of great reviews and everyone mentioned a cool old man behind the counter so i just had to check this place out.

as soon as i walked in the door, i was greeted by the old man...from across the joint, behind the counter, mind you.  he was SUPER nice and SUPER funny!  

checked out the menu and the selection was a bit overwhelming!  they have every teriyaki dish available, and bunch of fried rice and noodle choices, and for those that like rabbit food, vegetable dishes.  i was a bit surprised though to not see gyoza or pot stickers on the menu...was bummed out about that.

i had a hard time deciding what to get but remembered Sarah W.'s review of the house chicken, so i went with that.  i went with a large order and let me tell you; if you're hungry, you definitely will be stuffed after a large order.  the dish was very tasty and delicious and was definitely overflowing with mushroom.  i love mushroom!  the house chicken is supposed to be spicy and although it had a little kick, it wasn't the ""spicy"" i was used to from asian joints in socal.  i wish it had a bit more rice, though.  either way, the dish was great!  i would definitely order it again!

i highly recommend this joint.  you will be treated well by the cool old man behind the counter, the place is clean, the servings are generous and the  price is cheap!"
3810,5,5,"This place seems to get better every time I visit. The first time was a Friday night out with the guys. We met up for dinner and I had (and loved) the pulled pork and sweet potato fries. After dinne we got our drink on with a live band. The waitress was helpful in getting us drunk off a variety of liquors. And the shots kept on coming! It was a blast. The second time was more laid back, just grabbing a beer with a girlfriend. It was a Tuesday and the place was pretty busy. The next time me and the girlfriend showed up completely wasted and they had an Irish band playing. It was a perfect way to end our night after clubbing at the gay bar! We had a baileys nightcap and everything went dark from there. Awesome night!"
7969,5,5,"a G Spot is a myth.  and Dr Graffenberg was a mad scientist.

So its no surprise that I couldn't find the Gelato Spot either.  Shannon spouts, ""I love gelato so much, I would bathe in it"".  Hmmm, that's interesting

I drove in and around the dirt road
... and went up and down Scottsdale 
... explored the box
... looked south of the landing strip at Scottsdale Airpark
... manually googled it
... orally asked the passerbys

Road several times and I couldn't find it ANYWHERE

Maybe I need to do more research.  Perhaps some field research...Or a targeted focus group

*** UPDATE  ***
Its on Shea Blvd??  No wonder I couldn't find it-
I was looking down the wrong road

*** UPDATE  ***
Thanks Jake P for ""Yeah it is on Shea, in the strip mall area east of scottsdale rd near the Harkins Theater and Pita Jungle and such.... ""
BUT the point of this review was sarcasm.  i.e. g- spot is hard to find

*** UPDATE  ***
Now I have a girl, ""Shannon W"", telling me where g-spot is.  She writes, 
""It's on 74th St. and Shea, in between Coffee Plantation and Pita Jungle.""
Shannon W:  The point of this review was sarcasm.  i.e. g-spots are hard to find"
631,5,5,"If you've read some of my other reviews you'll see a trend. 

Kohl's Department Stores.....Brewers spring training...... 

Yep, I'm a cheesehead. (But if you EVER actually catch me wearing a hunk of fake foam cheese on my head, shoot me. Really.) 

What can I say? I like Culver's. It reminds me of home. It's total comfort food. 

Got one of their Wisconsin Swiss melts. What other fast food joints offer burgers with Swiss on rye? The crinkle cut fries are always hot and fresh. And tasty. 

Culver's is known for their frozen custard. What Wisconsinite has not driven past a Culver's, looked at their sign, checked out the 'flavor of the day', and gone, ""Hey, that sounds good!!"", and quickly pulled into the parking lot? 

If you're from Wisconsin or the Midwest stop in for a Butterburger and some custard....it will bring back lots of good memories. 

Like another reviewer noted when he said he felt like he was in Iowa or something.....well.....that's the whole charm behind Culver's. You DO feel like you're in Wisconsin or one of the upper Midwest states. 

Granted I'm not the best person to review Culver's....I'm a little biased towards it. But if you want a 'different' kind of fast food experience and you've never been to the upper Midwest, it's a heck of a whole lot cheaper than flying there. 

Give it a chance....see if you like it."
1636,5,5,"I don't know what I would do if this store ever closed.  It's right near our home, has an excellent selection of both wine, meats, and produce.  Note that wine is mentioned first... I can't help it!  The service is always really good too.  Everyone who works here seems like they really love their job.  The only issue I have ever had was not being able to get basil a couple of times.  I got over it.  :D"
138,5,5,"I'm from Chicago so I'm picky with my pizza--this place does it right (NY style)! I love the ""hole in the wall"" feel. Every customer that walked in was a regular which was a good sign. I ordered the Mozzarella sticks and a large Monster Pie (Sausage, pepperoni, bell peppers, onion and cheese). The mozzarella sticks took a little while to come out but they were cooked to perfection. They also threw in a few garlic knots which was awesome. The pizza was unbelievable--I think the crumbled sausage really did it! They have great deals like large pie & 20 wings for $20 which I definitely will be taking advantage of during football games on Sunday. Glad to have found a new place where I can also be a regular!"
8456,1,1,"The location has closed (AGAIN).  Not good if you have prepaid washes or other credits as the business has closed.  Some speculation on other sites is that they have filed for bankruptcy again.

Don't bother stopping by to use their services as the facility is cordoned off and a big sign says ""business closed""."
6363,5,5,"Great place for a ""home office"" morning. One of my favorite places - indoor & outdoor seating. Always busy - they offer breakfast & lunch, their food is awesome! Very generous portions."
386,5,5,"The pizza is incredible, they use really high quality ingredients and the prices are great. I would recommend cooking it on the bottom rack of your oven for a slightly better texture on the crust.

I want someone to mark that this post is funny, so I will add a joke:

Mushroom walks into a bar... Bartender says, ""sorry, we don't serve your type here."" Mushroom says ""why not? I'm a fungi (fun guy)."""
1099,1,1,"We checked out RnR on Sunday (just a few days after opening.) In all fairness, I have to agree with many of the other reviews. Even though they are new, these things are fixable so hopefully the feedback will be taken in the appropriate vein. The building is very cool and the vibe was energetic on a sunny Sunday morning. There was an abundance of waiters but they seemed to be confused and frenetic without a real focus on the customer. The menu is very limited and our server had not eaten most of the items. He was struggling to explain. Our drinks took more than 15 minutes to arrive even though we saw them sitting at the bar for the entire time. Our water had just disappeared. Then the food. I ordered the grill cheese ( a rare treat and when I order it I want it good!). It was cold and overwhelmed by heavy bread. The cheese wasn't melted. I sent it back and they simply nuked it and brought it out. Icky. Our son wanted a kids cheeseburger and the staff kept coming back and forth not sure if there was a single burger or sliders for kids. It became comical after the third person came out. My husband ordered a salmon omelet with several additional fixings. The eggs tasted like box eggs and it was lackluster and flavorless. We even took the time to provide feedback to management but we got a weak smile and ""come back and try us again."" He made no effort to ""make things right"" either by comping something else to taste or providing an incentive to come back. There are too many restaurants in town to have to go to one that is less than mediocre. The young crowd may enjoy it for the bar vibe it gives but the majority of the tables on Sunday am were families or middle aged and we saw similar responses at other tables."
4737,5,5,WOW! Carmel sundae was amazing!
8627,5,5,"The food really is exceptional. Its like the chefs create these perfect little bites, and they literally are bites, of food that are so interesting to taste.

I'd recommend the sampler dinner. I want to say it runs about $40- $50 but its worth it as long as you like what's included.

IT IS EXPEN$IVE. BUT the BF and I have been dying to try out this restaurant due to all the rave reviews it has been receiving on Yelp. LUCKILY a Groupon appeared for NOCA and we jumped on the opportunity. Turned out the fab deal was only marginally helpful. Even with the Groupon it was still a $150 dinner (plus the cost of the groupon...).  Granted we did get a bottle wine (but the cheapest we could find), espresso and a french press cafe... It's like you analyze how much everything costs as you're ordering and are still shocked when the bill comes- I hate that.

Our reservation wasn't until 8:30pm at night, no big deal. The restaurant was still PACKED! AND people kept coming through the door!

It is not a large venue. And the tables are CRAMMED, uber close together. I know that the four-some sitting next to us are going to Isreal next month, right after their family vacation to Minnesota...."
4091,5,5,Intense!
6,5,5,"Drop what you're doing and drive here. After I ate here I had to go back the next day for more.  The food is that good.

This cute little green building may have gone competely unoticed if I hadn't been driving down Palm Rd to avoid construction.  While waiting to turn onto 16th Street the ""Grand Opening"" sign caught my eye and my little yelping soul leaped for joy!  A new place to try!

It looked desolate from the outside but when I opened the door I was put at easy by the decor, smell and cleanliness inside.  I ordered dinner for two, to go.  The menu was awesome.  I loved seeing all the variety: poblano peppers, mole, mahi mahi, mushrooms...something wrapped in banana leaves.  It made it difficult to choose something.  Here's what I've had so far: La Condesa Shrimp Burro and Baja Sur Dogfish Shark Taco.  They are both were very delicious meals but the shrimp burro stole the show.  So much flavor.  I snagged some bites from my hubbys mole and mahi mahi burros- mmmm such a delight.  The salsa bar is endless.  I really stocked up.  I was excited to try the strawberry salsa but it was too hot, in fact it all was, but I'm a big wimp when it comes to hot peppers. The horchata is handmade and delicious.  They throw pecans and some fruit in there too which is a yummy bonus!

As if the good food wasn't enough to win me over the art in this restaurant sho did!  I'm a sucker for Mexican folk art and Frida Kahlo is my Oprah.  There's a painting of her and Diego hanging over the salsa bar, it's amazing.  All the paintings are great, love the artist."
6810,1,1,"Is it illegal to have good Chinese good in Arizona?  We went tonight having high hopes of having high quality, fresh Chinese food and we were sorely disappointed.:(

We opened our take out bag and the white rice had been left off of the order...we were going to give them a pass for that...but on the flavor issue...there are no excuses...

The Peeking Dumplings were wilted and flavorless.  The sauce that went with them could not revive them.  The Chinese mustard was in little packets and had no heat...Viagra needed:(!

The Mongolian Beef was so salty it tasted processed.

The snap peas were stringy and overcooked.

The General Chow's Chicken...it tasted old like it was off an all you can eat buffet.

Honestly...Panda Express is better...as least you know what to expect in a mall food court.

It wasn't cheap...and I'm not a food volume person but the portions were small...I was fine with it because who would want more of this plate of shame!

I hope they can get there act together...but I fear the owner may be in over his head...

Isn't there a Chinese Chef in town who needs  a job!"
8329,5,5,Its not a standard restaurant as it is in the middle of a grocery store...but thats just what it is get over it!  The food however is fantastic!  I ordered the samosa chaat...A samosa covered in chick peas and other sauces and chatney.  A delicious Punjabi snack!  The portion was very generous and the price cheap.  I also recently ordered a dozen samosas to bring home and serve at a dinner party.  Very convenient and good service.  I will be a regular from now on!
2428,5,5,"Yes, it is a biker bar.  And it is packed with them at certain times, especially weekends.  I don't ride. But if you roll in on a weekday around noon you might not see any, and if everyone seems to know everyone it's because they are all friendly local folks. So if you're visiting Cave Creek don't assume the Hells Angels are there looking to kick ass   Most of the ""bikers"" probably drive BMWs during the week.  I stop in at least once a week for a bite.  The food is the best bar food in Cave Creek and the service is awesome. I've been to every bar in town. Harold's , The Chip, Toad, etc. all are good, but The Hideaway is the best."
1258,5,5,"Best UNIQUE breakfast / brunch / lunch spot.  This tiny place may look like a boring little bakery, but think again!  
SIt outside on the small patio area, ck out the GR8 crepes! savory, breakfasty, sweet - u pick or choose! 
Hubby luvs lox & cream cheese & capers.  
I luv the chicken, aspargus, basil, feta :-)  
Mmmmmmmm."
6285,5,5,"So my friends and I had to roll each other out of the door after this meal was over but it was sooooooooo worth it!!! BEST red kool-aid ever served in jars!! BEST waffles I've EVER had!! BEST red velvet cake I've EVER had!! I also did enjoy their chicken, mac & cheese and collard greens, but none were the best I've ever had, but very good.  I seriously dream about their waffles and red velvet cake, I don't know what magic mix of ingredients make up the waffle batter but it's absolutely perfect and these waffles would stand deliciously on their own even without butter and syrup, but who'd want to do that? the red velvet slice they give you is HUGE and soooo moist, the frostings is cream cheesy delicousness. I can not wait to indulge in this treat again, but since I'm far from being the only one who loves this place, it is always packed and the wait is long, at least on the weekend. Seriously considering taking a day off of work just for a weekday Lo Lo's run =P"
2603,5,5,"I have totally fallen in love at Tuck Shop.  Everything here is fantastic.  My friend and I come here about twice a month and enjoy some snacks and wine.  The beer battered Cheese Curds may just change your life for the better... we are seriously tempted to each get our own order. 

(I am not very good at sharing and i always get what I want!   ...No i'm not an only child... well, maybe I was until i was 11, how did you know.  WAH!)   

Oh, and Laura is fantastic.  She always takes great care of us as we enjoy a glass of wine on the couch in the reading room.  

Thursday's special is meat loaf... don't deny yourself, just indulge.  :)"
785,5,5,"Ben & Jerry's is still the best chain ice cream shop! The employees are always helpful and polite, and their flavors are just outrageous! The smell of the waffle cones and waffle bowls wafts out the doors as you walk by, and you can't resist. Whether you go for new flavors or classics like Cherry Garcia and Phish Food, you can expect the most flavorful ice cream with the perfect consistency."
1242,5,5,"Love.  It.  Awesome pulled pork, brisket, turkey.  The sides are really good, too.  I feel like it's somewhat expensive, but it's worth every bite, but then again, that's BBQ.  If it's dirt cheap, that means it's not quality meat.

Anyway, the 2-pound potato is great, too -- chives, sour cream, butter...."
3030,1,1,"Cummings took over the company that we originally used, and since they have taken over we have had nothing but problems.

I haven't seen a single bug in years in my house and as soon as we started using Cummings we've found a bug almost every single day and not just 'bugs' but cockroaches. I called Cummings to ask them about why this was happening and the receptionist was extremely rude saying they didn't do anything wrong. I would NEVER recommend this company to anyone. 

Needless to say I will be finding a new pest control company today."
1359,5,5,"Saw this place while I was picking up pizza for my kids.  I didn't want pizza thought I would go in and give the tamales a try.  I haven't regretted that decision at all.  The chicken tamales are the BEST!  They are super spicy, the way I like.  The beef with red sauce is great too, not very spicy at all.  The masa in all the tamales is flavored wonderfully.  I am hooked on these tamales."
3470,5,5,been coming here since birth
9232,5,5,"We held a meeting planner's luncheon inviting local clients to our hotel that host regular meetings.  Our theme was ""getting to the core of your meeting"" and the entire event had an apple theme.  Yuri's Popcorn created a special flavor green apple for our event and it was a nice compliment to our other offerings.  Our attendees absolutely loved it and were excited about all the creative and delicious offerings, including centerpieces with an arrangement of candies and popcorn beautifully arranged into a bouquet of yumminess.

Several months ago, we hosted a lemonade stand for a client serving glasses of flavored lemonade.  Yuri's created another fun flavor....lemon....that was well received by all.

They offer the perfect gifts for clients and everything is very affordable when you're on a tight budget.

Thank you!"
2298,5,5,"In times of big corporations it was nice to find such a warm and friendly coffeehouse in the valley. It is just a great place to hang out, set-up your laptop or read a book. I thoroughly enjoyed my Joltachinno, a much better version of the Starbucks frappacino which is just too sweet. 
We came back another day for lunch and all I can say is yum! I have never had food like this at a coffeehouse.
Amazingly, for our second time there, they recongnized us! WOW!  I am glad that I have found my new hangout when I come to the valley!"
8863,5,5,"Holy WOW Batman!

This place is ONE-OF-A-KIND...it's Awesometown & it's YUMMY!

Once you step inside you'll instantly  get the picture.    It's WOW factor is off the meter.

Smeeks sells a never ending selection of treats of all kinds...it's THE PLACE for unique, off the wall, goofy gifts.   AND CANDY. 

I give a big round of applause to LOCAL, small business owners who stick their necks out in ANY economic climate but in today's woe-filled world of running a business, they become instant SUPER HEROES!

If a picture is worth a thousand words, you can take a peek at 25,000 more reasons to visit Smeeks here:
http://monkeywonderland.com/blog/"
402,1,5,"Once again Wildflower proves why it's my favorite breakfast hangout! Jeff the Manager on staff today rocks! 

Some of us hangout at a restaurant to make it a working meal...and sometimes, during that time Nature calls...so I asked the busboy to not clear my table as I needed to step away for a moment and he cheerfully agreed. I came back to find my table cleared by new patrons who had taken it upon themselves to steal my table (I guess the fact that the food was only half eaten, and the water and coffee were still half filled were no clue). The busboy was upset that he'd turned his back for just a moment and Jeff came to the rescue...after apologizing to me and finding the perfect way to make it right, he vowed to let the new people know that they were rather um 'overly proactive' in clearing the table themselves and that he had some people who regularly relaxed and worked in the restaurant and do step away.

He handled the situation with me just right and I am sure that those people that took my table were made to gently understand that they need to ask before taking an uncleared table.

Kudos to Jeff and the staff for making me so happy I had to tell everyone here...and to the couple who took my table, if you are reading this...did you REALLY need that booth? I mean, when I came out of the can there were like, I dunno, 5 empty tables...seriously? Like, did you propose there or something????"
8246,5,5,"prepare to spend a few hours here and really have a romantic experience. the food is divine. the service is laid back (in a good way). the chef runs the whole show and plays all hats. the menu is forever changing and when you make a reservation he will ask you questions so he can tailor your meal and experience to your needs. probably not a good first date place because if the date goes wrong, you will be stuck for a while. perfect spot for an anniversary or something. or even just to have a nice meal with people you know and care about."
2775,5,5,"I'm a girl who knows her way around a donut. The boyfriend and I would usually venture out to Chandler to get our Bosa Donut fix so I was super excited to discover they had opened a location closer to home. I was also super scared for my waistband.

Bosa is hands down the best donut shop in the Valley. Not that there is a ton of competition but still. They're really good. They offer a wide variety from your classic cake to puffy glazed, filled to fritters. My favorite is the glazed twist. So chock full of sugary sweetness my teeth kinda hurt just thinking about it. Their donuts are always fresh and they keep a good stock available so you're not stuck with only the coconut donuts.

I brought in a bunch to work the other day and my co-workers gobbled them up. Who doesn't love being handed a frosted piece of donut heaven?

I'm sure I will become a regular of the Tempe Bosa in no time."
4409,5,5,I love this place.  The family is very sweet and the food is real deal homecooked Cuban food ... as good as I remember eating in Havana.  I love the Fricase de Pollo and my hubby loves the oxtail.  The fruit juices/smoothies are delish too!
6657,5,5,"I am new to Jamba, however i am surprised at the AMAZING customer service that this store dishes out. One of the workers there has always noticed me as a regular customer. He has a stellar personality, gave me a 20% off card and sometimes has my order ready by the time i finish paying the cashier. He's always very bright and smiling or laughing with his co-workers, I believe his name is Christian. He suggested a banana oatmeal with peanut butter the other morning and i have to say that it has been the most incredible oatmeal i have ever had!!! (You must try this) At times i visit the store twice a day simply because i cannot get enough Jamba Juice!!"
